car_value,salary_range,debt_to_income_ratio,loan_length,repaid_loan_on_prev_car,size_of_downpayment,driver_tenure,timestamp,y_pred_proba,y_pred,repaid
18616.0,20K - 20K €,0.7120208394297779,6.0,True,10%,6.900965138675079,2018-11-16 12:58:20.496,0.0,0,0
18736.0,60K+ €,0.7136913181829349,6.0,True,20%,2.3848139114398514,2018-11-16 13:07:03.648,0.03,0,0
51881.0,0 - 20K €,0.6656553580614037,20.0,False,20%,6.651654249287034,2018-11-16 13:15:46.800,0.01,0,0
59025.0,40K - 60K €,0.7016614744127696,20.0,False,10%,0.0753268086109693,2018-11-16 13:24:29.952,0.98,1,1
40526.0,40K - 60K €,0.7227437266472984,6.0,True,20%,6.317012505098536,2018-11-16 13:33:13.104,0.02,0,0
39356.0,20K - 20K €,0.7021651366695565,21.0,False,20%,2.33415921613584,2018-11-16 13:41:56.256,0.96,1,1
10872.0,40K - 60K €,0.6893962630220338,21.0,False,0%,2.397702917657593,2018-11-16 13:50:39.408,0.94,1,1
13514.0,60K+ €,0.6707868569448482,18.0,False,40%,0.303805993861735,2018-11-16 13:59:22.560,0.99,1,1
28646.0,20K - 20K €,0.6749690807244669,6.0,True,0%,6.966293775798421,2018-11-16 14:08:05.712,0.23,0,0
11390.0,40K - 60K €,0.7242613988852354,18.0,True,40%,3.78727900976102,2018-11-16 14:16:48.864,0.98,1,1
11252.0,60K+ €,0.7228978385243852,18.0,True,10%,5.897815470199812,2018-11-16 14:25:32.016,0.96,1,1
30880.0,40K - 60K €,0.7245847496188312,19.0,False,20%,0.6472653653384012,2018-11-16 14:34:15.168,0.9,1,1
33225.0,20K - 20K €,0.7202574744353032,19.0,False,10%,1.3622908358687338,2018-11-16 14:42:58.320,0.98,1,1
27832.0,0 - 20K €,0.2959248469077875,16.0,False,10%,5.6229558355559295,2018-11-16 14:51:41.472,0.0,0,0
12266.0,40K - 60K €,0.4152020449382556,21.0,False,40%,3.7036179296819887,2018-11-16 15:00:24.624,0.98,1,1
13316.0,40K - 60K €,0.6793548918882771,21.0,False,30%,2.192677292698177,2018-11-16 15:09:07.776,0.96,1,1
19024.0,0 - 20K €,0.4860911785937433,11.0,True,30%,1.1816292700973836,2018-11-16 15:17:50.928,0.82,1,0
17581.0,60K+ €,0.6914460220376141,21.0,False,40%,0.5039006753478832,2018-11-16 15:26:34.080,0.99,1,1
70380.0,40K - 60K €,0.6218608903754964,20.0,False,40%,0.2669902645447685,2018-11-16 15:35:17.232,1.0,1,1
72706.0,60K+ €,0.3043894232637792,20.0,False,40%,5.512551996002676,2018-11-16 15:44:00.384,0.96,1,1
43637.0,0 - 20K €,0.5161131227874871,14.0,False,20%,0.6194713681007957,2018-11-16 15:52:43.536,0.95,1,1
24630.0,0 - 20K €,0.6528662894553984,16.0,False,0%,0.9878146876134616,2018-11-16 16:01:26.688,0.99,1,1
37187.0,20K - 20K €,0.5107834489017465,6.0,True,40%,5.99434532770376,2018-11-16 16:10:09.840,0.06,0,0
27112.0,20K - 20K €,0.7265557051589953,12.0,True,0%,6.549821260071702,2018-11-16 16:18:52.992,0.26,0,0
94856.0,60K+ €,0.7285742666641759,6.0,False,20%,6.2319864632750726,2018-11-16 16:27:36.144,0.08,0,0
18006.0,60K+ €,0.7257993361438203,6.0,True,10%,6.622134336635307,2018-11-16 16:36:19.296,0.0,0,0
25839.0,0 - 20K €,0.343539281615639,19.0,False,30%,5.881445268949113,2018-11-16 16:45:02.448,0.0,0,0
14249.0,40K - 60K €,0.7271674824239668,6.0,True,0%,6.78988939469986,2018-11-16 16:53:45.600,0.01,0,0
17195.0,40K - 60K €,0.7172602475148945,8.0,True,10%,4.232829096054184,2018-11-16 17:02:28.752,0.0,0,0
19514.0,0 - 20K €,0.2895615312288278,16.0,False,20%,3.870669200304436,2018-11-16 17:11:11.904,0.04,0,0
14275.0,20K - 20K €,0.7240339550209199,9.0,True,0%,6.508407059774064,2018-11-16 17:19:55.056,0.12,0,0
17584.0,0 - 20K €,0.3308969805776826,17.0,False,40%,6.705688101951255,2018-11-16 17:28:38.208,0.03,0,0
11998.0,0 - 20K €,0.5476240722860366,21.0,False,10%,5.526502140242567,2018-11-16 17:37:21.360,1.0,1,1
22313.0,0 - 20K €,0.3611215993895404,16.0,True,40%,6.213487511827334,2018-11-16 17:46:04.512,0.02,0,0
19594.0,20K - 20K €,0.680226350290819,16.0,True,10%,6.653080654690784,2018-11-16 17:54:47.664,0.97,1,1
16176.0,40K - 60K €,0.6753034937740511,17.0,True,20%,5.025478101401927,2018-11-16 18:03:30.816,0.99,1,1
45700.0,20K - 20K €,0.6803217925276936,21.0,True,40%,6.361137503847031,2018-11-16 18:12:13.968,1.0,1,1
72624.0,60K+ €,0.7244400804693196,6.0,True,20%,6.203146884616856,2018-11-16 18:20:57.120,0.01,0,0
24437.0,20K - 20K €,0.7128665980839353,19.0,False,10%,0.845039913440841,2018-11-16 18:29:40.272,0.97,1,1
10573.0,40K - 60K €,0.6886797503962505,12.0,True,40%,2.7767052013625704,2018-11-16 18:38:23.424,0.89,1,1
11772.0,0 - 20K €,0.4006402050824622,15.0,False,0%,4.559144871716993,2018-11-16 18:47:06.576,0.04,0,0
26938.0,0 - 20K €,0.6338196134028868,12.0,True,10%,6.08741148461294,2018-11-16 18:55:49.728,0.44,0,1
24773.0,40K - 60K €,0.6803716066840646,19.0,True,40%,1.5912813615217287,2018-11-16 19:04:32.880,0.98,1,1
20368.0,20K - 20K €,0.5935858201400683,9.0,True,30%,4.185399220413384,2018-11-16 19:13:16.032,0.18,0,0
11220.0,20K - 20K €,0.7201540550007596,8.0,True,10%,6.46055235764362,2018-11-16 19:21:59.184,0.26,0,1
17682.0,20K - 20K €,0.6793078730106059,7.0,True,30%,2.963058661135732,2018-11-16 19:30:42.336,0.02,0,0
68427.0,0 - 20K €,0.5224209613137423,19.0,True,30%,6.931397057208,2018-11-16 19:39:25.488,0.67,1,1
15353.0,40K - 60K €,0.6760099746773832,15.0,True,20%,5.861103738282482,2018-11-16 19:48:08.640,0.99,1,1
41071.0,60K+ €,0.7314500499242724,8.0,True,0%,4.429480265290882,2018-11-16 19:56:51.792,0.0,0,0
55795.0,40K - 60K €,0.6995528978850549,21.0,True,10%,4.885342334611658,2018-11-16 20:05:34.944,1.0,1,1
45826.0,20K - 20K €,0.488071886437244,19.0,True,40%,6.787061992585037,2018-11-16 20:14:18.096,0.95,1,1
40451.0,0 - 20K €,0.3024279575238429,19.0,False,30%,6.610386323529161,2018-11-16 20:23:01.248,0.01,0,0
23478.0,20K - 20K €,0.5600769895800048,11.0,True,40%,5.860592913200105,2018-11-16 20:31:44.400,0.96,1,1
17079.0,0 - 20K €,0.2807185158692659,17.0,False,0%,4.181809300787812,2018-11-16 20:40:27.552,0.0,0,0
17511.0,20K - 20K €,0.6343905840130002,19.0,False,30%,3.307001459873243,2018-11-16 20:49:10.704,1.0,1,1
17687.0,0 - 20K €,0.4203271615036223,17.0,False,40%,6.594235909930191,2018-11-16 20:57:53.856,0.04,0,0
51188.0,20K - 20K €,0.5383345161052379,16.0,True,30%,5.706759108547587,2018-11-16 21:06:37.008,0.95,1,1
14599.0,20K - 20K €,0.6727306262091088,16.0,True,0%,5.861413147739135,2018-11-16 21:15:20.160,0.77,1,1
20856.0,0 - 20K €,0.4323666268425935,19.0,True,10%,6.393608357506122,2018-11-16 21:24:03.312,0.03,0,0
52020.0,0 - 20K €,0.2767790786195843,19.0,False,40%,6.878859752136373,2018-11-16 21:32:46.464,0.0,0,0
18879.0,0 - 20K €,0.3230137106168099,18.0,False,20%,4.764899536227462,2018-11-16 21:41:29.616,0.0,0,0
15976.0,60K+ €,0.6637579769425447,20.0,True,40%,1.3941448607640323,2018-11-16 21:50:12.768,0.98,1,1
28204.0,40K - 60K €,0.6425932881382971,15.0,False,20%,0.2600661259655536,2018-11-16 21:58:55.920,0.98,1,1
13764.0,40K - 60K €,0.7235788674677713,20.0,True,20%,4.907930289784187,2018-11-16 22:07:39.072,0.98,1,1
61230.0,40K - 60K €,0.4721855548885963,17.0,False,30%,3.109619933993229,2018-11-16 22:16:22.224,0.88,1,1
26465.0,0 - 20K €,0.7172171318946983,20.0,True,10%,6.973388687676051,2018-11-16 22:25:05.376,0.97,1,1
36499.0,40K - 60K €,0.722848169828051,15.0,False,10%,0.1429224945877958,2018-11-16 22:33:48.528,0.98,1,1
10955.0,40K - 60K €,0.7103635973318957,13.0,True,0%,5.915100413091012,2018-11-16 22:42:31.680,0.93,1,1
33609.0,0 - 20K €,0.5530526481200543,19.0,False,10%,6.499321960219834,2018-11-16 22:51:14.832,0.02,0,0
11652.0,0 - 20K €,0.330837359231579,12.0,False,0%,2.772645414107481,2018-11-16 22:59:57.984,0.02,0,0
58707.0,0 - 20K €,0.4018000863305632,20.0,False,40%,6.445241063563151,2018-11-16 23:08:41.136,0.0,0,0
42585.0,0 - 20K €,0.7203424518387512,19.0,True,0%,6.980361114521296,2018-11-16 23:17:24.288,0.95,1,1
15738.0,40K - 60K €,0.7112978689120902,15.0,True,20%,1.6846426743259806,2018-11-16 23:26:07.440,0.91,1,1
15277.0,0 - 20K €,0.275802831158691,16.0,False,30%,4.338536966743419,2018-11-16 23:34:50.592,0.01,0,0
41413.0,0 - 20K €,0.3413438413001963,9.0,True,40%,5.273461749141712,2018-11-16 23:43:33.744,0.06,0,0
14322.0,0 - 20K €,0.2725391852418633,16.0,False,30%,6.1341728964313695,2018-11-16 23:52:16.896,0.01,0,0
39781.0,40K - 60K €,0.6932408462155433,6.0,True,20%,6.69846163361949,2018-11-17 00:01:00.048,0.02,0,0
32700.0,20K - 20K €,0.65020528424134,15.0,True,20%,5.966173876861725,2018-11-17 00:09:43.200,0.91,1,1
34105.0,0 - 20K €,0.2643979102659546,17.0,False,20%,6.093868388243397,2018-11-17 00:18:26.352,0.0,0,0
32931.0,0 - 20K €,0.7121957206315016,20.0,True,30%,6.182397944573174,2018-11-17 00:27:09.504,0.94,1,1
29188.0,20K - 20K €,0.6795872016961299,21.0,True,40%,4.687481413366627,2018-11-17 00:35:52.656,0.96,1,1
13314.0,40K - 60K €,0.7269136835620237,17.0,True,0%,5.728047309622525,2018-11-17 00:44:35.808,0.84,1,1
33143.0,20K - 20K €,0.7100173765526778,21.0,False,40%,5.727834409734484,2018-11-17 00:53:18.960,0.91,1,1
12848.0,40K - 60K €,0.6233247258622852,16.0,False,0%,0.4879952999532856,2018-11-17 01:02:02.112,0.95,1,1
23878.0,40K - 60K €,0.4506830915401757,8.0,True,20%,4.585995450351067,2018-11-17 01:10:45.264,0.4,0,1
12457.0,40K - 60K €,0.7294732331572115,18.0,True,30%,6.476843261943331,2018-11-17 01:19:28.416,0.98,1,1
22618.0,20K - 20K €,0.6943678686966065,14.0,True,40%,6.5299507096597855,2018-11-17 01:28:11.568,0.98,1,1
22700.0,40K - 60K €,0.6062134694713094,18.0,True,30%,6.306678835988684,2018-11-17 01:36:54.720,0.97,1,1
21081.0,20K - 20K €,0.7219475178673468,21.0,True,40%,6.274644396644933,2018-11-17 01:45:37.872,0.99,1,1
74451.0,0 - 20K €,0.5652888742343121,21.0,False,30%,6.934925576009773,2018-11-17 01:54:21.024,0.0,0,0
16086.0,0 - 20K €,0.2748570534397236,17.0,False,20%,5.101125648951812,2018-11-17 02:03:04.176,0.02,0,0
17478.0,40K - 60K €,0.7021051765474537,20.0,True,0%,4.808713537020939,2018-11-17 02:11:47.328,1.0,1,1
18988.0,0 - 20K €,0.3007276951615552,19.0,False,20%,4.722657780754805,2018-11-17 02:20:30.480,0.0,0,0
23549.0,60K+ €,0.7274651241445073,20.0,False,30%,0.7829901072993206,2018-11-17 02:29:13.632,1.0,1,1
19577.0,0 - 20K €,0.4950754620359333,19.0,True,0%,2.98158552506499,2018-11-17 02:37:56.784,0.19,0,0
66469.0,0 - 20K €,0.5110637441145732,19.0,False,10%,6.937925063909372,2018-11-17 02:46:39.936,0.04,0,0
83868.0,40K - 60K €,0.4258416593666119,21.0,False,20%,2.598187980073476,2018-11-17 02:55:23.088,0.96,1,1
14317.0,0 - 20K €,0.3285866647495604,17.0,False,10%,4.253903185788511,2018-11-17 03:04:06.240,0.0,0,0
12503.0,0 - 20K €,0.3821716712901007,17.0,True,10%,3.855568090050908,2018-11-17 03:12:49.392,0.16,0,0
12506.0,0 - 20K €,0.30194824452063,12.0,False,20%,4.632397154331357,2018-11-17 03:21:32.544,0.01,0,0
54841.0,40K - 60K €,0.6835392359113944,21.0,True,10%,6.47287153287597,2018-11-17 03:30:15.696,1.0,1,1
38036.0,0 - 20K €,0.5468468386739861,19.0,True,0%,6.268639461362584,2018-11-17 03:38:58.848,0.16,0,0
20524.0,20K - 20K €,0.6453306257849287,7.0,False,30%,6.522147363739467,2018-11-17 03:47:42.000,0.03,0,0
31075.0,20K - 20K €,0.7249815733752825,21.0,True,10%,6.458887183519579,2018-11-17 03:56:25.152,0.99,1,1
60474.0,0 - 20K €,0.6508492509048865,20.0,True,20%,6.79835825033937,2018-11-17 04:05:08.304,0.78,1,1
73860.0,0 - 20K €,0.6433169728870884,20.0,True,0%,6.773315944401168,2018-11-17 04:13:51.456,0.72,1,1
19060.0,0 - 20K €,0.6971462446449972,18.0,True,40%,6.621064994767958,2018-11-17 04:22:34.608,0.94,1,1
31935.0,60K+ €,0.6417450070045839,20.0,False,40%,0.3768186345891817,2018-11-17 04:31:17.760,0.96,1,1
85179.0,20K - 20K €,0.5959728784627352,21.0,False,40%,4.989576000917154,2018-11-17 04:40:00.912,0.96,1,1
50303.0,20K - 20K €,0.5040965283611291,16.0,True,30%,6.158256986622541,2018-11-17 04:48:44.064,0.92,1,1
29549.0,0 - 20K €,0.507079718931815,20.0,True,0%,4.411174293708048,2018-11-17 04:57:27.216,0.04,0,0
13251.0,0 - 20K €,0.2720961123135167,14.0,False,40%,5.399393157093169,2018-11-17 05:06:10.368,0.0,0,0
15852.0,0 - 20K €,0.6906421606266664,15.0,True,20%,6.615240550850949,2018-11-17 05:14:53.520,0.97,1,1
18943.0,20K - 20K €,0.6740190501344764,18.0,True,0%,6.873973870992029,2018-11-17 05:23:36.672,0.96,1,1
12469.0,0 - 20K €,0.5516611606408462,6.0,True,30%,6.550456575999293,2018-11-17 05:32:19.824,0.0,0,0
47826.0,20K - 20K €,0.545666295730448,6.0,True,30%,6.882915668611435,2018-11-17 05:41:02.976,0.03,0,0
44982.0,0 - 20K €,0.6611869800157142,12.0,False,10%,0.1981914597166449,2018-11-17 05:49:46.128,0.99,1,1
41031.0,40K - 60K €,0.7289213229988261,19.0,False,30%,1.456416385008511,2018-11-17 05:58:29.280,0.99,1,1
58813.0,60K+ €,0.6597762272008524,6.0,True,40%,5.4979439631742615,2018-11-17 06:07:12.432,0.02,0,0
25900.0,40K - 60K €,0.5626724915866984,6.0,True,40%,5.351918419500397,2018-11-17 06:15:55.584,0.06,0,0
15869.0,40K - 60K €,0.6923648829444436,15.0,True,20%,3.925693809828483,2018-11-17 06:24:38.736,0.99,1,1
16330.0,0 - 20K €,0.4335666840202348,21.0,False,40%,5.175043867138649,2018-11-17 06:33:21.888,0.97,1,1
48177.0,0 - 20K €,0.3241628484408278,20.0,False,30%,6.975703774734511,2018-11-17 06:42:05.040,0.17,0,0
13540.0,20K - 20K €,0.7280601730518468,7.0,False,10%,5.831659573241522,2018-11-17 06:50:48.192,0.04,0,0
13833.0,0 - 20K €,0.5157867651980557,17.0,False,0%,2.110292784421848,2018-11-17 06:59:31.344,0.44,0,1
70507.0,0 - 20K €,0.5117596944431575,14.0,True,10%,6.925641930929452,2018-11-17 07:08:14.496,0.97,1,1
33319.0,0 - 20K €,0.2928739516356001,19.0,False,40%,6.778011758491353,2018-11-17 07:16:57.648,0.0,0,0
20674.0,0 - 20K €,0.6830943011928724,19.0,False,10%,1.225369898571117,2018-11-17 07:25:40.800,0.96,1,1
39771.0,20K - 20K €,0.677068639536059,11.0,False,40%,0.457177087327783,2018-11-17 07:34:23.952,0.99,1,1
15715.0,40K - 60K €,0.7186570304691046,16.0,False,10%,1.1837772305765564,2018-11-17 07:43:07.104,0.93,1,1
21176.0,40K - 60K €,0.6490616845341821,14.0,True,10%,4.27578068406687,2018-11-17 07:51:50.256,0.85,1,1
12181.0,20K - 20K €,0.6043506327498548,18.0,False,0%,0.7434838349945909,2018-11-17 08:00:33.408,0.92,1,1
18635.0,0 - 20K €,0.3631165284997814,18.0,False,20%,6.7564591583981946,2018-11-17 08:09:16.560,0.02,0,0
30085.0,20K - 20K €,0.6779320102513885,6.0,False,30%,6.91668878486246,2018-11-17 08:17:59.712,0.04,0,0
11863.0,20K - 20K €,0.716811254330104,15.0,True,30%,6.74569764236183,2018-11-17 08:26:42.864,0.94,1,1
64693.0,0 - 20K €,0.4384760707971312,20.0,False,30%,6.738946853389941,2018-11-17 08:35:26.016,0.01,0,1
12592.0,0 - 20K €,0.4130907021665747,15.0,True,10%,6.626354766547353,2018-11-17 08:44:09.168,0.05,0,0
60173.0,0 - 20K €,0.3424202237471706,20.0,False,20%,6.526699532927678,2018-11-17 08:52:52.320,0.03,0,0
12409.0,20K - 20K €,0.7179078490751394,7.0,True,10%,4.300383790874168,2018-11-17 09:01:35.472,0.08,0,0
10954.0,20K - 20K €,0.6692824096043273,8.0,True,20%,3.502722002525543,2018-11-17 09:10:18.624,0.41,0,0
10249.0,20K - 20K €,0.723493295499718,9.0,True,0%,6.890059447181212,2018-11-17 09:19:01.776,0.69,1,1
14374.0,40K - 60K €,0.725463760843828,19.0,True,20%,6.103615959752361,2018-11-17 09:27:44.928,0.87,1,0
54587.0,0 - 20K €,0.4115673797119759,20.0,False,10%,5.13214044372278,2018-11-17 09:36:28.080,0.01,0,0
50806.0,0 - 20K €,0.3491230631668415,19.0,False,10%,6.716757527405822,2018-11-17 09:45:11.232,0.0,0,0
24109.0,40K - 60K €,0.6622711244020459,21.0,False,40%,1.2030690882103547,2018-11-17 09:53:54.384,0.99,1,1
59652.0,0 - 20K €,0.606193936023266,20.0,False,30%,6.773008034651856,2018-11-17 10:02:37.536,0.01,0,0
103227.0,0 - 20K €,0.6799480144741845,10.0,False,40%,0.1598403034284672,2018-11-17 10:11:20.688,1.0,1,1
16962.0,60K+ €,0.7226029155773297,6.0,True,20%,5.570440261381223,2018-11-17 10:20:03.840,0.0,0,0
70805.0,20K - 20K €,0.5170011447086144,16.0,False,40%,0.0749466761503779,2018-11-17 10:28:46.992,0.99,1,1
26131.0,0 - 20K €,0.561007410195869,17.0,False,20%,2.054785940662231,2018-11-17 10:37:30.144,0.96,1,1
13727.0,40K - 60K €,0.7185207634800985,19.0,False,40%,1.37619241476924,2018-11-17 10:46:13.296,1.0,1,1
62346.0,20K - 20K €,0.6949862675508809,21.0,True,0%,6.440504900843598,2018-11-17 10:54:56.448,0.95,1,1
18428.0,20K - 20K €,0.507519811987945,20.0,False,40%,2.837616901475391,2018-11-17 11:03:39.600,0.99,1,1
22288.0,40K - 60K €,0.7262330099842325,6.0,True,0%,6.583244819843599,2018-11-17 11:12:22.752,0.0,0,0
20343.0,40K - 60K €,0.7147802956910243,20.0,False,40%,2.239141055790878,2018-11-17 11:21:05.904,0.98,1,1
16467.0,40K - 60K €,0.7021688351087686,6.0,True,20%,6.5519140190152685,2018-11-17 11:29:49.056,0.02,0,0
11742.0,0 - 20K €,0.5763288740568938,19.0,True,0%,1.3741522345114094,2018-11-17 11:38:32.208,0.24,0,0
13835.0,40K - 60K €,0.7207020427010344,21.0,True,40%,2.055437775020306,2018-11-17 11:47:15.360,0.97,1,1
24767.0,20K - 20K €,0.5685463050870634,17.0,True,40%,1.0842809973308385,2018-11-17 11:55:58.512,0.96,1,1
16154.0,0 - 20K €,0.2780888602454256,16.0,False,30%,3.2055853207019025,2018-11-17 12:04:41.664,0.01,0,0
17791.0,20K - 20K €,0.6798614720818672,18.0,False,10%,1.3445369104040397,2018-11-17 12:13:24.816,0.97,1,1
40969.0,20K - 20K €,0.4552710947588741,6.0,True,40%,4.555641767476703,2018-11-17 12:22:07.968,0.02,0,0
43394.0,0 - 20K €,0.3337102752355038,19.0,False,40%,6.046452148136411,2018-11-17 12:30:51.120,0.02,0,0
11601.0,60K+ €,0.7159239113811209,15.0,True,30%,5.162435753471439,2018-11-17 12:39:34.272,0.99,1,1
39701.0,0 - 20K €,0.4871963525357411,19.0,False,40%,6.780487100456968,2018-11-17 12:48:17.424,0.01,0,0
22703.0,0 - 20K €,0.7249284554962181,21.0,True,20%,6.798162493746062,2018-11-17 12:57:00.576,1.0,1,1
14094.0,20K - 20K €,0.6660273501068202,13.0,True,20%,1.1202191791341054,2018-11-17 13:05:43.728,0.6,0,0
15905.0,0 - 20K €,0.7231108334273716,19.0,True,0%,6.382838214490838,2018-11-17 13:14:26.880,0.7,1,1
11067.0,60K+ €,0.7196766590468615,17.0,True,20%,4.046340246127061,2018-11-17 13:23:10.032,0.99,1,1
14747.0,0 - 20K €,0.2690107149747006,15.0,False,40%,6.216732377504642,2018-11-17 13:31:53.184,0.05,0,0
22496.0,40K - 60K €,0.4658287834266754,11.0,True,30%,6.051886405046799,2018-11-17 13:40:36.336,0.88,1,1
26833.0,0 - 20K €,0.3431530966889078,19.0,False,20%,5.992334925799349,2018-11-17 13:49:19.488,0.02,0,0
16267.0,40K - 60K €,0.7022877310572014,6.0,True,20%,6.098888872419233,2018-11-17 13:58:02.640,0.01,0,0
35188.0,20K - 20K €,0.6039287504890408,15.0,True,10%,6.320145998765371,2018-11-17 14:06:45.792,1.0,1,1
30906.0,20K - 20K €,0.7248088356150499,6.0,True,0%,6.525067618919919,2018-11-17 14:15:28.944,0.0,0,0
66100.0,40K - 60K €,0.7160302115297743,6.0,True,40%,0.0200438640984908,2018-11-17 14:24:12.096,0.97,1,1
28293.0,40K - 60K €,0.7124176756652019,19.0,False,20%,0.3007595197959765,2018-11-17 14:32:55.248,0.99,1,1
29613.0,0 - 20K €,0.6396651396167025,11.0,False,40%,5.258087337751305,2018-11-17 14:41:38.400,0.44,0,0
15156.0,60K+ €,0.7208561083111137,18.0,False,40%,0.499680589166653,2018-11-17 14:50:21.552,0.97,1,1
16034.0,40K - 60K €,0.7301381981087172,6.0,True,0%,6.563466870156679,2018-11-17 14:59:04.704,0.04,0,0
17353.0,0 - 20K €,0.6626359011567748,17.0,True,10%,3.265639465364634,2018-11-17 15:07:47.856,0.64,0,1
27993.0,40K - 60K €,0.5641051204611484,19.0,False,40%,0.5321180116989914,2018-11-17 15:16:31.008,0.96,1,1
23082.0,60K+ €,0.6311189511648028,17.0,True,40%,2.622290489820536,2018-11-17 15:25:14.160,1.0,1,1
40701.0,0 - 20K €,0.3487374247847793,20.0,False,30%,6.8600989937407215,2018-11-17 15:33:57.312,0.0,0,0
30498.0,20K - 20K €,0.707834861935813,16.0,True,40%,1.4373685426871416,2018-11-17 15:42:40.464,0.96,1,1
31718.0,40K - 60K €,0.7166391835635963,6.0,True,20%,4.67442439928146,2018-11-17 15:51:23.616,0.04,0,0
91625.0,40K - 60K €,0.7073251868466085,12.0,False,40%,0.3432719790159023,2018-11-17 16:00:06.768,0.99,1,1
22526.0,20K - 20K €,0.5447076973860632,11.0,True,40%,6.804140312497353,2018-11-17 16:08:49.920,1.0,1,1
16673.0,60K+ €,0.664585441472018,17.0,True,40%,5.501345777121533,2018-11-17 16:17:33.072,0.97,1,1
37816.0,0 - 20K €,0.4160034065953944,20.0,False,10%,4.362491711382366,2018-11-17 16:26:16.224,0.11,0,0
55808.0,0 - 20K €,0.3621698861058269,21.0,True,10%,6.447571810311191,2018-11-17 16:34:59.376,0.14,0,0
69035.0,0 - 20K €,0.6414279595287983,10.0,False,10%,0.3315951766596192,2018-11-17 16:43:42.528,0.98,1,1
72942.0,20K - 20K €,0.7095126245763718,16.0,False,40%,0.1728076878035009,2018-11-17 16:52:25.680,0.93,1,1
40175.0,20K - 20K €,0.6805345547865373,20.0,True,30%,5.971111131230399,2018-11-17 17:01:08.832,0.99,1,1
23870.0,20K - 20K €,0.5657464368292132,16.0,False,40%,0.3458029552935955,2018-11-17 17:09:51.984,0.92,1,1
16810.0,40K - 60K €,0.6681671357109288,18.0,True,30%,3.8361668588584976,2018-11-17 17:18:35.136,0.97,1,1
36795.0,20K - 20K €,0.6739888079672295,6.0,False,40%,6.365629084437908,2018-11-17 17:27:18.288,0.0,0,0
75561.0,40K - 60K €,0.719988720377963,9.0,False,30%,0.039385332457898,2018-11-17 17:36:01.440,1.0,1,1
11260.0,60K+ €,0.7123635081686626,6.0,True,20%,4.855760469018978,2018-11-17 17:44:44.592,0.08,0,0
14399.0,0 - 20K €,0.583426680851519,14.0,True,10%,2.14997714131994,2018-11-17 17:53:27.744,0.98,1,1
40446.0,20K - 20K €,0.694413970690156,20.0,True,20%,6.605433090676836,2018-11-17 18:02:10.896,0.96,1,1
44159.0,40K - 60K €,0.5489748648526941,16.0,True,10%,6.799764985270757,2018-11-17 18:10:54.048,0.96,1,1
51969.0,0 - 20K €,0.3776519519335044,6.0,True,40%,6.044690447993897,2018-11-17 18:19:37.200,0.1,0,0
10239.0,40K - 60K €,0.7173763365415963,7.0,True,10%,6.585931265212721,2018-11-17 18:28:20.352,0.51,0,1
28409.0,20K - 20K €,0.7158244259578128,7.0,False,30%,0.2234665990311119,2018-11-17 18:37:03.504,0.97,1,1
23593.0,0 - 20K €,0.280014955976446,16.0,False,10%,6.8652134091519255,2018-11-17 18:45:46.656,0.01,0,0
19270.0,0 - 20K €,0.708176314481128,15.0,True,10%,6.922742990853902,2018-11-17 18:54:29.808,0.94,1,1
53479.0,20K - 20K €,0.7149911973629578,14.0,True,0%,5.175337496378721,2018-11-17 19:03:12.960,0.31,0,0
34337.0,0 - 20K €,0.4692186341021465,17.0,False,0%,5.005919815774211,2018-11-17 19:11:56.112,0.05,0,1
17656.0,40K - 60K €,0.7238198064943645,6.0,True,10%,6.141944477019659,2018-11-17 19:20:39.264,0.02,0,0
22508.0,20K - 20K €,0.7143068432782067,18.0,True,30%,6.210120124613399,2018-11-17 19:29:22.416,0.97,1,1
57430.0,0 - 20K €,0.7176009467449815,21.0,True,40%,5.931654265483815,2018-11-17 19:38:05.568,0.84,1,1
60956.0,20K - 20K €,0.7207337795402426,15.0,False,30%,0.3528545167676751,2018-11-17 19:46:48.720,0.96,1,1
20022.0,40K - 60K €,0.7146156401348931,18.0,True,30%,5.957587794131371,2018-11-17 19:55:31.872,0.97,1,1
38362.0,0 - 20K €,0.7118072997258071,20.0,False,10%,2.503196604021595,2018-11-17 20:04:15.024,0.82,1,1
18527.0,0 - 20K €,0.2708518984518659,16.0,True,20%,6.3964896554759925,2018-11-17 20:12:58.176,0.04,0,0
61574.0,20K - 20K €,0.643788136091879,21.0,True,30%,6.44543879259154,2018-11-17 20:21:41.328,1.0,1,1
26357.0,0 - 20K €,0.6954523786504448,19.0,False,10%,4.509649299503585,2018-11-17 20:30:24.480,0.29,0,0
35469.0,20K - 20K €,0.650872254651977,20.0,True,30%,4.533402782930062,2018-11-17 20:39:07.632,0.97,1,1
15434.0,40K - 60K €,0.6660915190041095,19.0,False,20%,0.900738568263446,2018-11-17 20:47:50.784,0.98,1,1
62971.0,20K - 20K €,0.726784629735233,6.0,True,10%,0.0465533896619063,2018-11-17 20:56:33.936,0.95,1,1
24105.0,20K - 20K €,0.6975757732819367,19.0,True,0%,6.476835155104798,2018-11-17 21:05:17.088,0.98,1,1
20059.0,20K - 20K €,0.6478182993986977,17.0,False,30%,0.8236619013396744,2018-11-17 21:14:00.240,0.99,1,1
58220.0,20K - 20K €,0.6566229332306132,6.0,True,20%,5.714994927711504,2018-11-17 21:22:43.392,0.01,0,1
